respnum,intdate,gendr,q1,q2a,q2b,q3a,q3b,q3c,q3d,q3e,q3f,q3g,q4a,q4b,q4c,q4d,q4e,q5a,q5b,q5c,q5d,q5e,q5f,q6,q6a,q8a,q8b,q91,q92,q93,q94,q98,q99,q910,q911,q911a,q912,q10,q11a,q11b,q12,q131,q132,q133,q134,q138,q139,q1310,q13a0,q1311,q1312,q13a2,q14,q15,q16a,q16b,q16c,q17,q181,q182,q183,q184,q189,q1810,q1811,q1814,q1815,q19,q201,q202,q203,q204,q209,q2010,q2011,q2014,q2015,q2016,q21,q221,q222,q223,q224,q229,q2210,q2211,q2214,q2215,q2216,q23,q23aa,q23ab,q23a,q23b,q23c,q23d,q23ea,q23eb,q23ec,q23ed,q23ee,q23ef,q23e,q23e1,q23f,q23f1,q23fg,q23h,q24,q25b,q26,q28,q28y,q28m,q30a,q31,q32,q33,q34,q35,q37,wt,filter_$
30919479,20030926,1,17,14, ,10,0,0,0,0,4,0,0,7,0,7,0,0,12,0,2,0,0,7,8,4,10,8,7,8,10,10,10,8,10, ,10,4,2,11,8,7,6,6,10,10,6,6, ,10,10, ,4,3,135,250,254,8,10,8,6,5,10,6,7,5,8, , , , , , , , , , , , , , , , , , , , , , , ,1,7,6, ,6,6, , , , , , ,2, ,1,9,1,8,2,2,3, , ,1,4,4,3,1,3,4,97,.112752012627458,0
30919669,20030926,1,9,0,2,.108166576527853,0,0,0,0,0,0,0,0,.0540832882639265,.0540832882639265,0,0,0,0,.108166576527853,0,0,8,9, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,210,137, ,9,9,10,9,10,9,9,9,9,9,9,9,10,9,8,9,9,9,9,8,1, , , , , , , , , , , , ,1,8,8, ,8,6, , , , , , ,2, ,1,8,97,1,2,1,3, ,8, ,4,4,2,5,6,5,7,.478444373582513,1
30920078,20030926,1,9,7, ,7,0,0,0,0,0,0,5,2,0,0,0,0,7,0,0,0,0,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,239, , ,10,8,7,8,5,10,9,10,10,10, , , , , , , , , , , , , , , , , , , , , , , ,2, ,8, ,10,6, , , , , , ,2, ,2, ,1,2,1,1,1, ,3, ,5,5,4,3,3,3,3,.9656404510023,0
30920328,20030926,2,9,4, ,0,0,0,0,4,0,0,0,4,0,0,0,0,0,2,2,0,0,8,10,2,10,7,10,10,10,10,10,7,6, ,97, , , , , , , , , , , , , , , ,2,2,230,10, ,10,8,10,10,10,10,10,10,10,8,8,7,10,10,10,10,8,10,10,10,2, , , , , , , , , , , , ,2, ,6, ,6,8, , , , , , ,2, ,2, ,1,1,2,1,1, ,10, ,5,5,98,98,6,98,98,.981765599551064,1
30907861,20030927,2,15,7, ,7,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,41, , ,7,9,9,10,4,9,10,9,7,9, , , , , , , , , , , , , , , , , , , , , , , ,1,8,5, ,7,5, , , , , , ,2, ,2, ,1,2,1,1,2, ,18, ,5,5,2,4,2,5,6,1.47434531711664,0
30909326,20030927,1,15,2, ,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,8,9, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,16, , ,8,9,8,10,7,9,7,8,9,9, , , , , , , , , , , , , , , , , , , , , , , ,2, ,8, ,8,7, , , , , , ,2, ,1,7,1,4,2,2,3, ,5, ,5,5,2,5,1,5,9,1.05407024376298,0
30909339,20030927,1,15,8, ,8,0,0,0,0,0,0,4,0,3,1,0,6,0,0,0,2,0,6,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,41, , ,6,9,10,10,2,6,8,8,8,7, , , , , , , , , , , , , , , , , , , , , , , ,2, ,5, ,7,2, , , , , , ,2, ,2, ,1,4,1,2,3, ,14, ,4,5,1,6,6,5,98,1.05407024376298,1
30912604,20030927,1,1,4, ,0,4,0,0,0,0,0,2,0,2,0,0,4,0,0,0,0,0,10,7, , , , , , , , , , , , ,3,2,13,10,97,10,10,5,10,10,97, ,97,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,9, ,10,5, , , , , , ,2, ,2, ,3,1,2,1,3, ,20, ,4,3,3,2,1,5,4,1.84525715665624,0
30907496,20030928,2,15,20, ,0,0,0,20,0,0,0,10,5,5,0,0,0,0,0,0,0,20,5,7, , , , , , , , , , , , ,3,22,2,7,10,9,7,10,10,2,8, ,10,10, ,1,1,926, , ,10,10,10,10,10,10,10,10,10,10, , , , , , , , , , , , , , , , , , , , , , , ,1,8,5, ,7,7, , , , , , ,1,8,1,8,3,2,1,2,3, ,5, ,4,3,3,2,5,3,98,1.34321232745191,1
30907986,20030928,2,14,2, ,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,7,4, , , , , , , , , , , , ,3,30,17,6,9,6,6,4,8,6,6, ,8,8, ,3,1,319, , ,8,6,7,5,2,7,6,9,7,6, , , , , , , , , , , , , , , , , , , , , , , ,1,6,6, ,7,5, , , , , , ,2, ,1,4,1,2,3,1,3, ,3, ,5,5,3,2,2,5,5,1.29862130543675,0
30909169,20030928,2,15,10, ,10,0,0,0,0,0,0,5,0,0,5,0,0,10,0,0,0,0,7,6, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,5,15, ,8,7,8,8,5,97,5,7,8,8,5,7,7,7,7,97,6,7,7,1,1, , , , , , , , , , , , ,1,4,97, ,97,5, , , , , , ,2, ,2, ,3,2,1,2,3, ,10, ,3,5,2,1,3,3,1,1.34321232745191,0
30910058,20030928,2,4,0,2,0,.108166576527853,0,0,0,0,0,0,0,0,0,.108166576527853,0,0,0,.108166576527853,0,0,2,2, , , , , , , , , , , , ,5,20,14,5,97,7,7,8,7,7,2,1,2,5,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,2, ,4,1, , , , , , ,2, ,2, ,3,1,3,1,3,3, , ,4,4,3,2,1,3,3,1.29862130543675,1
30911583,20030928,2,7,14, ,0,14,0,0,0,0,0,5,0,5,0,4,12,0,0,0,2,0,6,6, , , , , , , , , , , , ,1,15,4,8,97,7,7,1,7,4,97, ,97,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,6, ,7,2, , , , , , ,2, ,2, ,1,2,2,2,3, ,10, ,5,4,2,2,1,4,8,1.06667579946043,0
30912860,20030928,2,10,10, ,0,0,0,10,0,0,0,0,5,5,0,0,0,10,0,0,0,0,9,10, , , , , , , , , , , , ,3,28,29,10,10,10,10,8,10,10,10, ,10,10, ,3,1,145, , ,10,10,10,10,1,10,10,10,10,9, , , , , , , , , , , , , , , , , , , , , , , ,1,10,8, ,10,10, , , , , , ,2, ,1,9,2,8,1,1,1, , ,1,5,5,3,1,3,4,97,.57854310479289,0
30917425,20030928,2,9,1, ,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,10, , ,10,8,8,10,9,97,9,9,8,6, , , , , , , , , , , , , , , , , , , , , , , ,1,6,4, ,97,6, , , , , , ,2, ,1,97,1,1,2,1,3, ,30, ,5,4,2,4,1,5,9,.430356629249645,1
30920017,20030928,1,9,10, ,10,0,0,0,0,0,0,5,0,4,1,0,0,10,0,0,0,0,6,9, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,99,17,240,9,10,10,10,10,10,10,10,9,9,8,97,10,10,10,10,5,10,8,7,2,6,97,10,10,10,10,10,10,9,5,2, ,1,7,5, ,6,10, , , , , , ,2, ,1,4,1,8,2,1,1, , ,1,5,3,3,1,3,5,9,.486462294480466,0
30902135,20030929,1,15,0,4,.108166576527853,0,.108166576527853,0,0,0,0,0,0,0,.108166576527853,.108166576527853,0,0,0,0,.216333153055706,0,8,8,5,8,8,8,8,7,10,10,7,8, ,97, , , , , , , , , , , , , , , ,4,2,8,10, ,8,8,7,8,7,8,6,10,10,8,8,8,8,8,97,8,7,7,8,7,2, , , , , , , , , , , , ,2, ,8, ,8,7, , , , , , ,2, ,2, ,2,4,1,1,3,3, , ,4,4,2,2,1,5,9,1.32763043738122,0
30906843,20030929,2,15,6, ,6,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,135,41, ,8,9,8,8,7,8,7,9,8,8,5,97,7,8,6,8,8,9,7,5,1, , , , , , , , , , , , ,1,7,7, ,97,6, , , , , , ,1,8,2, ,1,2,2,1,3, ,2, ,3,4,1,3,2,5,98,1.47434531711664,1
30908037,20030929,1,15,1, ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,6, , ,9,8,10,10,10,9,10,10,9,8, , , , , , , , , , , , , , , , , , , , , , , ,1,6,8, ,6,6, , , , , , ,1,7,1,9,3,4,1,2,2, ,5, ,2,3,1,3,1,5,5,1.32950730318148,1
30908448,20030929,2,8,14, ,14,0,0,0,0,0,0,0,0,5,5,4,0,0,0,0,14,0,10,6, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,312, , ,10,10,10,9,9,8,10,10,10,10, , , , , , , , , , , , , , , , , , , , , , , ,2, ,9, ,9,9, , , , , , ,1,10,2, ,1,4,1,2,1, , ,6,4,5,6,2,4,1,1,1.29862130543675,1
30909159,20030929,2,15,2, ,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,9,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,15, , ,10,8,8,8,10,7,10,10,10,10, , , , , , , , , , , , , , , , , , , , , , , ,2, ,10, ,8,10, , , , , , ,2, ,1,9,1,1,3,1,1, ,3,6,5,5,5,1,3,3,97,1.34321232745191,1
30909765,20030929,1,1,6, ,0,0,0,6,0,0,0,2,1,3,0,0,0,6,0,0,0,0,7,8, , , , , , , , , , , , ,2,24,28,9,9,3,5,8,10,6,6, ,9,7, ,2,2,129,135, ,9,9,9,8,9,10,9,7,7,5,8,10,10,10,1,9,8,9,7,8,2, , , , , , , , , , , , ,1,7,6, ,8,7, , , , , , ,1,6,1,9,1,8,1,1,1, , ,2,4,3,1,1,3,4,1,1.84525715665624,0
30910119,20030929,1,14,7, ,5,0,0,2,0,0,0,0,0,5,0,2,1,0,0,0,6,0,8,9, , , , , , , , , , , , ,5,18,3,9,9,7,8,7,9,7,6, ,10,10, ,3,2,335,337, ,8,10,8,8,6,10,8,8,7,8,9,10,9,8,8,10,9,7,8,3,2, , , , , , , , , , , , ,1,8,6, ,8,7, , , , , , ,2, ,2, ,1,1,1,2,1, , ,1,4,4,2,1,2,2,9,1.62112882851192,1
30910517,20030929,2,6,0,1,.0540832882639265,0,0,0,0,0,0,0,.0540832882639265,0,0,0,0,0,0,0,.0540832882639265,0,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,701, , ,10,10,10,10,10,10,10,10,10,10, , , , , , , , , , , , , , , , , , , , , , , ,2, ,4, ,5,1, , , , , , ,1,3,2, ,1,1,1,1,2,3, , ,4,4,3,2,5,1,98,.57854310479289,1
30910795,20030929,1,14,6, ,6,0,0,0,0,0,0,1,5,0,0,0,0,3,0,3,0,0,8,10, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,321,320, ,8,10,10,10,5,9,10,5,7,10,8,9,10,10,5,10,10,5,10,10,1, , , , , , , , , , , , ,1,6,10, ,9,5, , , , , , ,2, ,2, ,1,1,1,2,3, ,3, ,5,5,3,2,3,4,98,1.62112882851192,0
30911038,20030929,1,7,0,2,0,.108166576527853,0,0,0,0,0,.0540832882639265,0,.0540832882639265,0,0,.108166576527853,0,0,0,0,0,8,7, , , , , , , , , , , , ,3,10,14,9,97,8,7,6,9,7,97, ,6,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,97, ,8,97, , , , , , ,2, ,2, ,97,1,1,1,3,3, , ,4,97,1,5,1,5,6,.916760594978638,0
30912918,20030929,1,11,0,2,0,0,0,0,0,.108166576527853,0,0,0,0,0,.108166576527853,0,0,.108166576527853,0,0,0,9,9,5,10,10,8,10,10,10,10,10,10, ,10,5,29,1,10,10,10,10,8,10,10,10, ,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,10, ,9,8, , , , , , ,2, ,2, ,1,1,2,1,3,3, , ,5,4,4,3,1,2,98,.855275266694099,0
30913783,20030929,2,10,0,1,0,0,0,.0540832882639265,0,0,0,0,.0540832882639265,0,0,0,0,.0540832882639265,0,0,0,0,9,10, , , , , , , , , , , , ,2,30,6,9,8,7,8,8,7,6,4,2,7,8, ,2,2,159,99, ,8,7,8,6,8,8,6,8,8,8,8,8,8,8,6,8,6,8,8,8,1, , , , , , , , , , , , ,1,8,7, ,6,7, , , , , , ,2, ,1,8,1,8,3,1,2,3, , ,4,5,5,1,2,4,4,.57854310479289,0
30917532,20030929,2,9,9, ,9,0,0,0,0,0,0,4,5,0,0,0,6,0,0,0,3,0,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,255, , ,9,9,10,10,5,10,10,9,10,5, , , , , , , , , , , , , , , , , , , , , , , ,1,5,2, ,5,5, , , , , , ,2, ,1,10,1,2,1,1,1, ,50, ,4,5,3,5,2,5,98,.751178964126931,0
30918748,20030929,2,9,0,2,0,0,.108166576527853,0,0,0,0,0,.108166576527853,0,0,0,.108166576527853,0,0,0,0,0,9,5,2,9,9,9,9,9,9,9,9,9, ,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,97, ,9,97, , , , , , ,2, ,2, ,1,1,2,1,3,3, , ,3,4,1,4,1,2,5,.430356629249645,0
30918755,20030929,1,12,0,4,.216333153055706,0,0,0,0,0,0,0,0,0,0,.216333153055706,0,0,.216333153055706,0,0,0,10,9, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,925, , ,10,10,10,10,7,10,10,9,10,97, , , , , , , , , , , , , , , , , , , , , , , ,1,7,4, ,7,5, , , , , , ,2, ,2, ,1,1,1,1,3,3, , ,5,5,2,2,1,3,8,1.10708382398585,0
30919261,20030929,1,12,0,1,0,.0540832882639265,0,0,0,0,0,.0540832882639265,0,0,0,0,0,0,.0540832882639265,0,0,0,7,7, , , , , , , , , , , , ,1,3,18,8,97,7,6,9,8,9,6, ,97,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,7, ,7,8, , , , , , ,2, ,2, ,1,1,2,1,3, ,2, ,4,4,2,3,1,3,9,.625491790050823,1
30919462,20030929,1,12,4, ,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,925, , ,1,10,1,10,10,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , ,2, ,1, ,1,1, , , , , , ,2, ,2, ,2,1,2,1,1,3, , ,2,1,6,3,1,5,9,.625491790050823,1
30919837,20030929,2,12,6, ,6,0,0,0,0,0,0,4,0,2,0,0,6,0,0,0,0,0,6,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,401, , ,6,8,8,7,9,5,8,9,9,2, , , , , , , , , , , , , , , , , , , , , , , ,1,8,7, ,7,7, , , , , , ,2, ,1,9,1,4,2,1,1, ,2, ,4,4,5,2,2,3,2,.499040407889129,1
30919866,20030929,1,12,2, ,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,2,5,5, , , , , , , , , , , , ,2,14,30,10,5,10,10,7,10,10,5,2,10,10, ,2,1,410, , ,6,4,10,10,5,7,10,3,6,4, , , , , , , , , , , , , , , , , , , , , , , ,1,6,5, ,5,2, , , , , , ,1,8,1,8,1,1,2,1,97, , ,5,4,4,4,3,4,5,97,.625491790050823,1
30919916,20030929,2,12,4, ,4,0,0,0,0,0,0,2,0,2,0,0,4,0,0,0,0,0,9,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,405,410, ,8,9,8,7,8,8,9,7,8,6,8,9,9,7,3,10,7,10,8,9,2, , , , , , , , , , , , ,2, ,8, ,8,6, , , , , , ,2, ,1,7,1,1,1,1,3, ,7, ,5,5,3,3,2,3,6,.267569199196698,0
30909243,20030930,1,15,2, ,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,17,99, ,7,6,9,9,10,7,7,9,8,7,8,7,10,8,9,10,7,10,9,9,2, , , , , , , , , , , , ,1,7,6, ,7,5, , , , , , ,1,9,1,9,1,2,1,2,2, ,4, ,2,3,3,2,3,5,2,1.32763043738122,1
30909546,20030930,1,15,10, ,10,0,0,0,0,0,0,5,5,0,0,0,10,0,0,0,0,0,8,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,25, , ,9,8,9,9,10,10,8,10,8,9, , , , , , , , , , , , , , , , , , , , , , , ,2, ,8, ,9,8, , , , , , ,2, ,1,8,1,2,2,1,1, ,7, ,5,4,4,1,2,2,4,1.32763043738122,0
30912858,20030930,2,1,14, ,4,0,0,10,0,0,0,5,0,5,0,4,10,0,0,0,4,0,8,8, , , , , , , , , , , , ,1,25,22,10,8,10,10,6,8,8,8, ,8,8, ,1,1,130, , ,8,8,8,8,8,8,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , ,1,8,5, ,8,6, , , , , , ,2, ,2, ,1,2,2,2,2, ,20, ,4,5,1,4,1,5,5,.816163497119042,0
30912873,20030930,2,1,2, ,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,8,7, , , , , , , , , , , , ,3,28,11,8,9,6,6,6,5,7,9, ,5,8, ,3,1,144, , ,9,10,9,9,7,8,9,9,7,9, , , , , , , , , , , , , , , , , , , , , , , ,1,8,9, ,9,8, , , , , , ,2, ,2, ,1,8,1,1,1, , ,1,4,5,8,1,3,4,2,1.06667579946043,1
30913222,20030930,1,1,2, ,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,10,10, , , , , , , , , , , , ,2,29,3,10,10,8,9,9,10,10,8, ,10,10, ,2,1,99, , ,10,10,8,9,6,10,10,10,10,10, , , , , , , , , , , , , , , , , , , , , , , ,2, ,8, ,10,7, , , , , , ,2, ,1,8,1,4,2,1,1, ,1,6,5,5,2,6,6,4,98,.916760594978638,1
30917257,20030930,2,17,14, ,0,0,0,14,0,0,0,0,8,4,0,2,0,0,7,7,0,0,6,5, , , , , , , , , , , , ,5,3,30,8,9,97,9,9,97,9,8, ,8,97, ,2,2,239,250, ,8,9,9,9,9,8,97,97,9,9,9,10,9,9,8,8,8,97,8,8,1, , , , , , , , , , , , ,2, ,7, ,9,8, , , , , , ,1,5,2, ,1,6,2,2,3, ,1, ,2,5,2,3,5,5,98,.510578697181339,1
30922825,20030930,2,9,0,1,.0540832882639265,0,0,0,0,0,0,.0540832882639265,0,0,0,0,0,0,0,0,.0540832882639265,0,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,230, , ,10,9,10,8,8,10,9,10,10,10, , , , , , , , , , , , , , , , , , , , , , , ,2, ,5, ,9,5, , , , , , ,2, ,1,9,1,1,1,1,3, ,12, ,5,5,4,3,1,2,8,.430356629249645,0
31000002,20031001,2,14,14, ,0,14,0,0,0,0,0,5,0,2,3,4,14,0,0,0,0,0,6,2, , , , , , , , , , , , ,4,20,3,2,7,7,5,9,7,4,2,2,6,4,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,1, ,7,4, , , , , , ,2, ,1,8,2,2,2,1,3, ,7, ,2,4,3,3,1,4,2,.907304848676088,1
31000040,20031001,2,14,17, ,17,0,0,0,0,0,0,5,0,5,0,7,10,0,0,0,0,7,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,320, , ,6,3,5,8,4,9,2,9,7,9, , , , , , , , , , , , , , , , , , , , , , , ,2, ,8, ,5,5, , , , , , ,1,6,1,3,1,1,1,2,1, ,1, ,4,4,4,1,2,1,97,.901925755156647,1
31000206,20031001,1,15,0,6,.324499729583559,0,0,0,0,0,0,0,.108166576527853,0,.216333153055706,0,0,0,.108166576527853,0,.216333153055706,0,8,6, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,15, , ,8,8,7,5,7,97,5,7,9,7, , , , , , , , , , , , , , , , , , , , , , , ,1,6,6, ,5,5, , , , , , ,2, ,1,5,1,4,1,1,3, ,15, ,4,3,2,2,2,5,5,1.57698184086294,0
31000217,20031001,1,15,14, ,0,0,0,14,0,0,0,6,0,4,0,4,0,14,0,0,0,0,7,8, , , , , , , , , , , , ,3,6,8,9,8,8,9,7,9,9,8, ,8,9, ,3,1,99, , ,7,8,8,8,5,9,8,9,6,9, , , , , , , , , , , , , , , , , , , , , , , ,1,7,7, ,7,7, , , , , , ,2, ,1,8,1,8,1,2,3, ,3, ,5,4,1,1,3,2,1,1.57698184086294,0
31000274,20031001,2,17,6, ,6,0,0,0,0,0,0,2,0,2,0,2,6,0,0,0,0,0,9,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,255, , ,9,10,10,10,7,10,10,10,10,5, , , , , , , , , , , , , , , , , , , , , , , ,2, ,8, ,5,5, , , , , , ,2, ,2, ,1,4,1,2,1, ,3, ,5,5,1,5,2,3,1,.101625712937229,1
31000309,20031001,1,15,6, ,0,6,0,0,0,0,0,3,0,3,0,0,5,0,1,0,0,0,8,9, , , , , , , , , , , , ,3,3,9,10,8,8,10,5,9,9,7, ,9,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,9, ,8,8, , , , , , ,2, ,2, ,1,4,2,2,1, ,6, ,3,5,2,1,1,2,3,1.57698184086294,1
31000331,20031001,1,1,0,2,0,.108166576527853,0,0,0,0,0,0,.108166576527853,0,0,0,0,0,0,.108166576527853,0,0,97,1, , , , , , , , , , , , ,2,11,18,10,97,9,9,4,9,10,1,2,97,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,97, ,97,97, , , , , , ,2, ,2, ,1,1,2,1,3,3, , ,1,97,2,6,6,4,6,1.71457906743258,0
31000343,20031001,1,1,20, ,0,0,0,20,0,0,0,10,0,0,10,0,20,0,0,0,0,0,10,10, , , , , , , , , , , , ,4,11,15,10,6,6,8,5,6,6,6, ,8,6, ,4,1,129, , ,8,8,8,6,8,8,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , ,1,8,8, ,8,6, , , , , , ,1,1,2, ,1,4,1,1,1, ,5, ,2,4,1,3,1,2,2,1.02831487557341,0
31000370,20031001,2,2,2, ,2,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,8,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,156, , ,8,5,9,8,8,8,9,9,9,6, , , , , , , , , , , , , , , , , , , , , , , ,2, ,2, ,8,3, , , , , , ,2, ,1,3,1,1,1,2,3, ,15, ,5,4,2,6,6,3,7,.862966947846863,0
31000372,20031001,1,1,6, ,0,0,0,6,0,0,0,0,2,2,0,2,0,0,0,0,6,0,8,8, , , , , , , , , , , , ,2,28,3,9,9,6,6,97,9,7,5,2,5,9, ,2,1,110, , ,9,9,9,7,9,7,9,9,10,9, , , , , , , , , , , , , , , , , , , , , , , ,1,9,7, ,7,5, , , , , , ,2, ,1,9,1,95,2,2,3, ,40, ,4,3,2,4,4,1,3,1.02831487557341,0
31000471,20031001,1,15,10, ,0,0,0,10,0,0,0,5,0,5,0,0,0,10,0,0,0,0,8,6, , , , , , , , , , , , ,1,11,28,8,5,9,7,9,9,8,3,2,97,6, ,1,1,49, , ,8,9,8,8,7,9,8,6,8,8, , , , , , , , , , , , , , , , , , , , , , , ,1,8,9, ,9,9, , , , , , ,2, ,1,9,1,95,2,1,1, ,5, ,5,4,3,1,3,4,2,1.57698184086294,1
31000487,20031001,2,14,14, ,0,0,0,14,0,0,0,6,0,4,2,2,0,0,10,4,0,0,4,8, , , , , , , , , , , , ,1,17,18,3,10,4,4,5,5,9,5,2,10,10, ,1,1,319, , ,8,10,10,9,5,4,10,10,7,9, , , , , , , , , , , , , , , , , , , , , , , ,1,10,10, ,10,10, , , , , , ,2, ,2, ,1,2,1,1,2, ,1, ,5,4,3,1,3,1,97,.901925755156647,0
31000540,20031001,2,15,20, ,20,0,0,0,0,0,0,18,0,0,1,1,0,16,0,0,4,0,7,6, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,99, , ,8,5,9,10,4,8,8,10,9,8, , , , , , , , , , , , , , , , , , , , , , , ,2, ,5, ,6,7, , , , , , ,2, ,1,4,1,8,1,1,3, ,1,6,5,4,2,1,3,4,2,1.22263113301857,1
31000810,20031001,2,17,2, ,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,258, , ,10,10,10,7,10,10,10,10,10,10, , , , , , , , , , , , , , , , , , , , , , , ,2, ,10, ,10,10, , , , , , ,1,10,2, ,1,1,2,1,3, ,10, ,5,5,1,5,2,5,4,.101625712937229,0
31000999,20031001,1,17,12, ,0,0,0,12,0,0,0,6,5,1,0,0,0,10,0,0,2,0,9,10, , , , , , , , , , , , ,3,28,3,10,10,9,9,7,97,10,3,2,97,9, ,3,2,145,250, ,10,10,10,10,10,10,10,10,10,10,8,9,10,10,10,7,10,10,10,8,2, , , , , , , , , , , , ,1,7,7, ,7,7, , , , , , ,2, ,2, ,1,8,2,2,1, ,1,1,5,5,7,1,3,4,97,.210875381992655,0
31001233,20031001,1,9,0,2,.108166576527853,0,0,0,0,0,0,0,.108166576527853,0,0,0,0,0,0,.108166576527853,0,0,7,6, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,921, , ,8,7,9,4,8,7,5,6,8,9, , , , , , , , , , , , , , , , , , , , , , , ,2, ,6, ,9,6, , , , , , ,2, ,2, ,1,5,1,1,3, ,1, ,4,4,7,1,3,1,97,.734846635633634,1
31001521,20031001,2,9,0,2,0,0,.108166576527853,0,0,0,0,0,.108166576527853,0,0,0,0,0,.108166576527853,0,0,0,97,5,2,8,8,5,6,6,7,8,6,6, ,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,1, ,5,5, , , , , , ,2, ,2, ,3,1,2,1,2,3, , ,4,2,2,6,6,5,98,.45389033502542,0
31001869,20031001,2,9,3, ,3,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,250,255, ,10,10,10,10,10,10,10,10,10,97,10,10,10,10,9,10,10,10,10,8,2, , , , , , , , , , , , ,2, ,8, ,10,8, , , , , , ,2, ,2, ,1,4,2,1,3, ,6, ,4,4,3,4,1,3,4,.63342472730622,1
31001935,20031001,2,17,2, ,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,10,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,250,16, ,9,8,10,10,7,8,9,10,9,10,10,9,10,9,9,9,8,10,8,9,1, , , , , , , , , , , , ,2, ,9, ,9,9, , , , , , ,2, ,2, ,1,1,2,2,1, ,2, ,4,5,3,1,3,1,98,.326766724404002,0
